ID,Address,BuildingName,Street_Nbr,Street,VHR,Designation,Zoning,LocalArea,Land_Coord,HRA_HCC,Latitude,Longitude
1405,107 E CORDOVA ST,,107,E CORDOVA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58918605,,49.2825904639807,-123.101619387403
1406,429 W PENDER ST,,429,W PENDER ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,59213847,,49.2832690298966,-123.112187358211
1407,800 JACKSON AV,,800,JACKSON AV,A,,RT-3                ,STRATHCONA          ,59819606,,49.2772836416668,-123.093316858117
1408,821 JACKSON AV,,821,JACKSON AV,B,,RT-3                ,STRATHCONA          ,59819498,,49.2772970846467,-123.0938177367
1409,817 KEEFER ST,,817,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59421217,,49.2794796970915,-123.086749680784
1410,2044 E PENDER ST,,2044,E PENDER ST,C,,RS-4                ,GRANDVIEW-WOODLAND  ,59225544,,49.2799230651223,-123.062591710342
1411,1707 E 4TH AV,,1707,E 4TH AV,B,,C-2C1               ,GRANDVIEW-WOODLAND  ,25063396,,49.2672386583197,-123.069295543746
1412,2528 ALBERTA ST,,2528,ALBERTA ST,C,,RM-4                ,MOUNT PLEASANT      ,17365074,,49.2624538452636,-123.110653512153
1413,1720 WATERLOO ST,THE GABLES        ,1720,WATERLOO ST,B,M,RT-8                ,KITSILANO           ,63404504,H,49.2709362433783,-123.179277902346
1414,701 HAWKS AV,,701,HAWKS AV,B,,RT-3                ,STRATHCONA          ,59620594,,49.2780985685234,-123.087571723558
1415,407 W CORDOVA ST,,407,W CORDOVA ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58013814,,49.2843487877882,-123.110050330193
1416,171 WATER ST,,171,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58015719,,49.2844700200366,-123.108389865525
1417,138 W 10TH AV,,138,W 10TH AV,C,M,RT-6                ,MOUNT PLEASANT      ,65417954,,49.2618333352806,-123.108148178036
1418,477 HELMCKEN ST,,477,HELMCKEN ST,C,M,DD                  ,CENTRL BUSNES/DWNTWN,13860694,H,49.2771018286815,-123.121874523587
1419,470 E 10TH AV,MCDONALD HOUSE    ,470,E 10TH AV,C,M,RT-5                ,MOUNT PLEASANT      ,65519870,H,49.2612864346816,-123.09351265737
1420,1921 WHYTE AV,,1921,WHYTE AV,B,,RT-9                ,KITSILANO           ,62609581,,49.2755875704371,-123.14821193863
1421,2734 DUNBAR ST,,2734,DUNBAR ST,C,,RS-5                ,KITSILANO           ,04167454,,49.2619468340494,-123.183560529552
1422,10 E PENDER ST,,10,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217802,,49.2797561341366,-123.103282272368
1423,195 ALEXANDER ST,,195,ALEXANDER ST,C,,HA-2                ,CENTRL BUSNES/DWNTWN,57918653,,49.2842775686966,-123.099877167011
1424,2620 OXFORD ST,ELLSWORTH HOUSE   ,2620,OXFORD ST,B,M,RS-1                ,HASTINGS-SUNRISE    ,57727430,,49.2854216669102,-123.051140295667
1425,2290 W 8TH AV,,2290,W 8TH AV,C,,RM-4                ,KITSILANO           ,64808418,,49.264609363448,-123.157301451883
1426,1075 W GEORGIA ST,,1075,W GEORGIA ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,60011905,,49.2858641494082,-123.122189505874
1427,2220 STEPHENS ST,,2220,STEPHENS ST,B,,RT-8                ,KITSILANO           ,07264342,,49.2662165010147,-123.166125578149
1428,566 E 46TH AV,,566,E 46TH AV,B,,RS-1                ,SUNSET              ,76120138,,49.2280507467731,-123.092959490204
1429,1012 NELSON ST,,1012,NELSON ST,A,M,DD                  ,WEST END            ,12060607,,49.2813960084099,-123.126533631587
1430,149 E PENDER ST,,149,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59218673,,49.2806586224836,-123.100650109695
1431,1155 UNION ST,,1155,UNION ST,B,,RT-3                ,STRATHCONA          ,59822255,,49.2775716188755,-123.080008799081
1432,837 W 7TH AV,,837,W 7TH AV,B,,FM-1                ,FAIRVIEW            ,64615357,,49.2652916260907,-123.122806669033
1433,1922 FERNDALE ST,,1922,FERNDALE ST,C,,RS-7                ,GRANDVIEW-WOODLAND  ,59325322,,49.279410533846,-123.065020744418
1434,2229 E 11TH AV,,2229,E 11TH AV,B,,RS-1                ,KENSINGTON-CEDAR COT,66526529,,49.2606364686209,-123.05937240552
1435,1516 ATLAS LANE,,1516,ATLAS LANE,,L,CD-1                ,KERRISDALE          ,13080307,,49.2207871236576,-123.14121000602
1436,3356 THE CRESCENT,,3356,THE CRESCENT,A,,FSD                 ,SHAUGHNESSY         ,14869804,,,
1437,3192 E 5TH AV,,3192,E 5TH AV,C,,RS-1                ,HASTINGS-SUNRISE    ,63828988,,49.2653766388995,-123.036885552505
1438,2993 W 3RD AV,,2993,W 3RD AV,B,,RT-8                ,KITSILANO           ,63805863,,49.2695457022267,-123.171920928313
1439,555 W GEORGIA ST,,555,W GEORGIA ST,B,M,DD                  ,CENTRL BUSNES/DWNTWN,60013465,,49.2816138093639,-123.116281926936
1440,1748 DUNBAR ST,,1748,DUNBAR ST,B,,RT-8                ,KITSILANO           ,04163494,,49.2705012324387,-123.183225075679
1441,1215 W 16TH AV,,1215,W 16TH AV,B,,RT-2                ,FAIRVIEW            ,69014615,,49.257304026567,-123.131685346971
1442,1550 BALFOUR AV,,1550,BALFOUR AV,A,M,FSD                 ,SHAUGHNESSY         ,70312542,,49.2515487958088,-123.140307749169
1443,1100 CHESTNUT ST,MACMIL PLANETARIUM,1100,CHESTNUT ST,A,,RT-2                ,KITSILANO           ,9862556,,49.2759361741726,-123.143106613524
1444,1107 THURLOW ST,,1107,THURLOW ST,B,,RM-5B               ,WEST END            ,11960777,,49.2814204748647,-123.129999325122
1445,1157 PENDRELL ST,PATERSON HOUSE    ,1157,PENDRELL ST,B,,RM-5B               ,WEST END            ,60911833,,49.2821159581198,-123.131190508143
1446,52 W 11TH AV,,52,W 11TH AV,B,,RT-6                ,MOUNT PLEASANT      ,66418226,,49.2609315338432,-123.106272600632
1447,770 E 21ST AV,,770,E 21ST AV,C,,RS-1                ,KENSINGTON-CEDAR COT,69821070,,49.2516176978788,-123.088362749074
1448,2177 W 13TH AV,,2177,W 13TH AV,C,,RT-7                ,KITSILANO           ,68308725,,49.2603419478349,-123.154788936704
1449,1932 W 15TH AV,,1932,W 15TH AV,C,,RT-8                ,KITSILANO           ,68809562,,49.2578844279061,-123.149251438311
1450,1019 PACIFIC ST,,1019,PACIFIC ST,B,,RM-5A               ,WEST END            ,61611947,,49.2780290777695,-123.132675351879
1451,460 E 10TH AV,,460,E 10TH AV,C,,RT-5                ,MOUNT PLEASANT      ,65519860,,49.261288466044,-123.093780929897
1452,1529 E 10TH AV,,1529,E 10TH AV,C,,RT-5                ,KENSINGTON-CEDAR COT,65523415,,49.2616469206841,-123.07282740443
1453,422 E 12TH AV,,422,E 12TH AV,C,,RT-5                ,MOUNT PLEASANT      ,67019804,,49.2595476022204,-123.094776425952
1454,877 E GEORGIA ST,RIDDICK LANE HOUSE,877,E GEORGIA ST,B,,RT-3                ,STRATHCONA          ,59621279,,49.278557964081,-123.085538818146
1455,23 E PENDER ST,,23,E PENDER ST,A,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217821,,49.2807101693791,-123.10385713236
1456,2159 W 45TH AV,,2159,W 45TH AV,C,,RS-5                ,KERRISDALE          ,75808145,,49.231143644181,-123.157457892652
1457,11 E CORDOVA ST,,11,E CORDOVA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58917849,,49.282618,-123.103317
1458,2740 YUKON ST,,2740,YUKON ST,B,M,RT-6                ,MOUNT PLEASANT      ,67017105,,49.2606227280144,-123.112653180747
1459,835 GRANVILLE ST,,835,GRANVILLE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,13060239,,49.2811148118979,-123.120796635427
1460,2625 FRANKLIN ST,HASTINGS ELEM     ,2625,FRANKLIN ST,B,,RS-1                ,HASTINGS-SUNRISE    ,27458706,,49.2825240825765,-123.05064204243
1461,1510 GRAVELEY ST,,1510,GRAVELEY ST,B,,RM-4                ,GRANDVIEW-WOODLAND  ,61623412,,49.2702803233496,-123.073144555052
1462,1876 E 37TH AV,,1876,E 37TH AV,C,,RS-1                ,KENSINGTON-CEDAR COT,73924342,,49.2364730154422,-123.06750460119
1463,630 KEEFER ST,,630,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59419830,,49.2790482198327,-123.090761818734
1464,750 TERMINAL AV,,750,TERMINAL AV,A,,I-2                 ,STRATHCONA          ,63021750,,49.2700432142699,-123.087203948391
1465,1132 HAMILTON ST,,1132,HAMILTON ST,C,M,HA-3                ,CENTRL BUSNES/DWNTWN,15260832,,49.2753265683385,-123.121513172254
1466,1310 W 13TH AV,,1310,W 13TH AV,B,,RM-3                ,FAIRVIEW            ,68313496,,49.2594929000742,-123.134141611531
1467,475 ALEXANDER ST,JAPANESE LANG SCHL,475,ALEXANDER ST,B,M,CD-1                ,STRATHCONA          ,57919497,,49.2842498236662,-123.093760198076
1468,1842 STEPHENS ST,,1842,STEPHENS ST,C,,RT-8                ,KITSILANO           ,07263694,,49.2693475447096,-123.165992387809
1469,1986 W 11TH AV,,1986,W 11TH AV,C,,RT-8                ,KITSILANO           ,66409514,,49.2616261719441,-123.150136433048
1470,3154 W 3RD AV,,3154,W 3RD AV,B,,RT-8                ,KITSILANO           ,63805358,,49.2690811598302,-123.174866199658
1471,3837 ALEXANDRA ST,,3837,ALEXANDRA ST,B,,FSD                 ,SHAUGHNESSY         ,12570315,,49.2515619710685,-123.142025309117
1472,1447 BARCLAY ST,BARCLAY MANOR     ,1447,BARCLAY ST,A,M,RM-5                ,WEST END            ,60311506,,49.2876624419866,-123.131894471628
1473,1389 THE CRESCENT,,1389,THE CRESCENT,B,,FSD                 ,SHAUGHNESSY         ,69213305,,49.2567053013812,-123.135849209819
1474,450 MAIN ST,,450,MAIN ST,,M,HA-1                ,STRATHCONA          ,19059096,,49.2805769035324,-123.099243564966
1475,2425 W 45TH AV,,2425,W 45TH AV,C,,RS-5                ,KERRISDALE          ,75807775,,49.2312101490283,-123.161859793825
1476,906 MAIN ST,,906,MAIN ST,B,MI,FC-1                ,STRATHCONA          ,19060102,H,49.276462716408,-123.099512707473
1477,2640 POINT GREY ROAD,,2640,POINT GREY ROAD,C,,RT-8                ,KITSILANO           ,63007248,,49.2723120353959,-123.165354394855
1478,3498 OSLER ST,,3498,OSLER ST,A,,FSD                 ,SHAUGHNESSY         ,14869884,,49.2547093271304,-123.130780312207
1479,557 E PENDER ST,,557,E PENDER ST,B,,RT-3                ,STRATHCONA          ,59219657,,49.2804966763602,-123.092150050216
1480,111 WATER ST,CANADIAN FAIRBANKS,111,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58015795,,49.2841798534684,-123.10655252797
1481,731 E 22ND AV,EMILY DURIE HOUSE ,731,E 22ND AV,B,M,RS-1                ,KENSINGTON-CEDAR COT,70121019,H,49.251192954414,-123.089167938335
1482,4590 ST. CATHERINES ST,,4590,ST. CATHERINES ST,C,,RS-1                ,KENSINGTON-CEDAR COT,21472188,,49.2434712216068,-123.085566264679
1483,1712 ALMA ST,,1712,ALMA ST,C,,RT-8                ,KITSILANO           ,04063446,,49.2709467165061,-123.185353266275
1484,1923 WATERLOO ST,,1923,WATERLOO ST,C,,RT-8                ,KITSILANO           ,04563845,,49.2691619047272,-123.180018082595
1485,904 CARDERO ST,,904,CARDERO ST,B,,RM-5                ,WEST END            ,11460364,,49.2881763395987,-123.133849272864
1486,4446 W 5TH AV,,4446,W 5TH AV,B,,RS-1                ,WEST POINT GREY     ,64202450,,49.2678624150025,-123.207652223804
1487,2580 MANITOBA ST,,2580,MANITOBA ST,B,,RM-4                ,MOUNT PLEASANT      ,18265096,,49.2622489789181,-123.106636271057
1488,42 E CORDOVA ST,,42,E CORDOVA ST,B,,HA-2                ,CENTRL BUSNES/DWNTWN,58917850,,49.282084731663,-123.103168292659
1489,906 E 20TH AV,,906,E 20TH AV,B,,RT-10               ,KENSINGTON-CEDAR COT,69621406,,49.2524762675711,-123.085429145623
1490,3304 WELLINGTON AV,,3304,WELLINGTON AV,B,,RS-1                ,RENFREW-COLLINGWOOD ,71530002,,49.2421520590327,-123.036068359541
1491,3560 WELWYN ST,,3560,WELWYN ST,C,,RS-2                ,KENSINGTON-CEDAR COT,24269274,,49.252888036793,-123.068988185305
1492,3025 FIR ST,,3025,FIR ST,B,M,RS-1                ,FAIRVIEW            ,68612294,,49.2583982479306,-123.141682063126
1493,1398 THE CRESCENT,,1398,THE CRESCENT,B,,FSD                 ,SHAUGHNESSY         ,69813306,,49.2548510112239,-123.136549164223
1494,850 E 32ND AV,,850,E 32ND AV,C,,RS-1                ,KENSINGTON-CEDAR COT,72821250,,49.2414358333393,-123.086915478706
1495,858 E 32ND AV,,858,E 32ND AV,C,,RS-1                ,KENSINGTON-CEDAR COT,72821258,,49.2414336988693,-123.086775342607
1496,139 E CORDOVA ST,,139,E CORDOVA ST,C,,HA-2                ,CENTRL BUSNES/DWNTWN,58918657,,49.2825658564463,-123.100882253226
1497,540 HELMCKEN ST,,540,HELMCKEN ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,13460804,,49.2772737067197,-123.123477696672
1498,800 SMITHE ST,LAW COURTS        ,800,SMITHE ST,A,,CD-1                ,CENTRL BUSNES/DWNTWN,60012406,,49.2828788374045,-123.120461388537
1499,1523 DAVIE ST,,1523,DAVIE ST,A,M,CD-1                ,WEST END            ,61211497,,49.2850157617891,-123.13741447817
1500,1200 STANLEY PARK DRIVE,HMCS DISCOVERY    ,1200,STANLEY PARK DRIVE,,F,RS-1                ,WEST END            ,56110825,,49.2980554858149,-123.126770383867
1501,2530 POINT GREY ROAD,GEN. OLDUM HOUSE  ,2530,POINT GREY ROAD,A,,RT-8                ,KITSILANO           ,62907372,,49.2733170785128,-123.16272422054
1502,792 E 50TH AV,,792,E 50TH AV,B,,RS-1                ,SUNSET              ,79121088,,49.2242175269753,-123.088416980928
1503,1469 E 10TH AV,,1469,E 10TH AV,C,,RT-5                ,KENSINGTON-CEDAR COT,65523069,,49.2616523807581,-123.074142734393
1504,2725 W 6TH AV,,2725,W 6TH AV,B,,RT-8                ,KITSILANO           ,64307075,,49.266859255583,-123.167028741848
1505,2634 DUNDAS ST,,2634,DUNDAS ST,B,,RS-1                ,HASTINGS-SUNRISE    ,58027452,,49.2845160294965,-123.050719915964
1506,985 CARDERO ST,,985,CARDERO ST,B,,RM-5A               ,WEST END            ,11460575,,49.2876546643111,-123.135347825778
1507,661 HEATLEY AV,INFILL HOUSE      ,661,HEATLEY AV,,M,RT-3                ,STRATHCONA          ,59619897,H,49.2786518897523,-123.08989032488
1508,743 KEEFER ST,,743,KEEFER ST,C,,RT-3                ,STRATHCONA          ,59420543,,49.2795115448937,-123.088604482143
1509,915 W 23RD AV,,915,W 23RD AV,C,,RS-5                ,SOUTH CAMBIE        ,70615073,,49.2510285702755,-123.125468518681
1510,1887 W 3RD AV,,1887,W 3RD AV,C,,RM-4                ,KITSILANO           ,63809715,,49.2691756585247,-123.147524996396
1511,2165 W 13TH AV,,2165,W 13TH AV,C,,RT-7                ,KITSILANO           ,68308745,,49.2603386303667,-123.154579334629
1512,1585 W 15TH AV,,1585,W 15TH AV,B,,RM-3                ,FAIRVIEW            ,68812421,,49.258269857734,-123.140674749315
1513,2014 W 15TH AV,,2014,W 15TH AV,B,,RT-8                ,KITSILANO           ,68809086,,49.257921305752,-123.151238642844
1514,1117 PENDRELL ST,LESLIE LANE HOUSE ,1117,PENDRELL ST,B,M,RM-5B               ,WEST END            ,60911879,,49.2815322002222,-123.130274225907
1515,1173 PENDRELL ST,BETHUNE HOUSE     ,1173,PENDRELL ST,A,,RM-5B               ,WEST END            ,60911813,,49.2824170437632,-123.131642178209
1516,821 KEEFER ST,,821,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59421221,,49.2794770748795,-123.08664793336
1517,1120 COMOX ST,,1120,COMOX ST,A,,RM-5B               ,WEST END            ,60711878,,49.2819651625348,-123.129965021371
1518,550 BEATTY ST,,550,BEATTY ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,16059242,,49.2805445831653,-123.109364568286
1519,1877 E 22ND AV,,1877,E 22ND AV,C,,RS-1A               ,KENSINGTON-CEDAR COT,70124477,,49.2504739506483,-123.06714427298
1520,2305 W 7TH AV,,2305,W 7TH AV,B,M,CD-1                ,KITSILANO           ,64607895,H,49.265906314635,-123.158062828842
1521,2743 W 1ST AV,,2743,W 1ST AV,B,,RT-8                ,KITSILANO           ,63407049,,49.2713153740409,-123.167169073807
1522,2138 ALBERTA ST,,2138,ALBERTA ST,B,,I-1                 ,MOUNT PLEASANT      ,17364484,,49.2659017799727,-123.110558957459
1523,3351 OSLER ST,,3351,OSLER ST,C,,FSD                 ,SHAUGHNESSY         ,69814494,,49.2551678170987,-123.133358256033
1524,1862 W 7TH AV,,1862,W 7TH AV,C,,RM-4                ,KITSILANO           ,64609738,,49.2652144318293,-123.147250284632
1525,1210 LAKEWOOD DRIVE,HARRIS HOUSE      ,1210,LAKEWOOD DRIVE,A,M,RT-4                ,GRANDVIEW-WOODLAND  ,25960612,,49.273661250168,-123.061464582777
1526,2456 W 6TH AV,,2456,W 6TH AV,B,,RT-8                ,KITSILANO           ,64307746,,49.2663016817429,-123.161271300045
1527,750 E BROADWAY,,750,E BROADWAY,C,,C-2C                ,MOUNT PLEASANT      ,65021052,,49.2621525871775,-123.087964049327
1528,957 NICOLA ST,,957,NICOLA ST,B,,RM-5                ,WEST END            ,11560505,,49.2872635211314,-123.133676286984
1529,87 E 27TH AV,,87,E 27TH AV,C,M,RS-7                ,RILEY PARK          ,71418491,H,49.2474431795166,-123.103631950973
1530,1804 MAPLE ST,,1804,MAPLE ST,B,,RM-4                ,KITSILANO           ,09563606,,49.2696932685477,-123.150047311672
1531,2946 ONTARIO ST,,2946,ONTARIO ST,B,,RM-4                ,MOUNT PLEASANT      ,18468396,,49.2585751233856,-123.104743321305
1532,2350 PRINCE ALBERT ST,,2350,PRINCE ALBERT ST,C,,RM-4                ,MOUNT PLEASANT      ,21264694,,49.2635260774574,-123.086877946005
1533,859 THURLOW ST,,859,THURLOW ST,B,,RM-5B               ,WEST END            ,11960297,,49.2842086732544,-123.125814833456
1534,3699 ASH ST,,3699,ASH ST,B,,RS-5                ,SOUTH CAMBIE        ,70216399,H,49.2526226017909,-123.118581681847
1535,3622 W 7TH AV,,3622,W 7TH AV,C,,RT-7                ,KITSILANO           ,64604072,,49.2657723911524,-123.184389819947
1536,2742 W 7TH AV,,2742,W 7TH AV,B,,RT-8                ,KITSILANO           ,64607044,,49.2655236841701,-123.167500503439
1537,584 W 19TH AV,,584,W 19TH AV,B,,RS-7                ,SOUTH CAMBIE        ,69416540,,49.2539745829612,-123.117411055665
1538,3369 THE CRESCENT,,3369,THE CRESCENT,B,,FSD                 ,SHAUGHNESSY         ,69813095,,49.2557038676141,-123.137208418704
1539,1905 W 13TH AV,,1905,W 13TH AV,C,,RT-8                ,KITSILANO           ,68309597,,49.2602416870172,-123.148518504002
1540,416 W PENDER ST,,416,W PENDER ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59213870,,49.2828134918299,-123.112481276352
1541,936 W 22ND AV,,936,W 22ND AV,B,,RS-5                ,SOUTH CAMBIE        ,70315062,,49.2514263272346,-123.125727738373
1542,656 E CORDOVA ST,CAMERON HOUSE     ,656,E CORDOVA ST,B,M,DEOD                ,STRATHCONA          ,58919856,,49.2818417259384,-123.090130664806
1543,3617 W 2ND AV,,3617,W 2ND AV,C,,RT-8                ,KITSILANO           ,63604087,,49.2706303541565,-123.184059792558
1544,576 SEYMOUR ST,ARTS & CRAFTS BLDG,576,SEYMOUR ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,13459276,,49.2830266476568,-123.11482290697
1545,58 ALEXANDER ST,,58,ALEXANDER ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017863,,49.2834426195744,-123.102716302126
1546,671 HEATLEY AV,INFILL HOUSE      ,671,HEATLEY AV,,M,RT-3                ,STRATHCONA          ,59619897,H,49.2786518897523,-123.08989032488
1547,1129 PENDRELL ST,EVANS HOUSE       ,1129,PENDRELL ST,B,,RM-5B               ,WEST END            ,60911857,,49.281810437669,-123.130673809611
1548,1080 GILFORD ST,,1080,GILFORD ST,C,,RM-5B               ,WEST END            ,60710906,,49.2893498830456,-123.14135965613
1549,2950 W 5TH AV,,2950,W 5TH AV,B,,RT-7                ,KITSILANO           ,64205894,,49.2672779464377,-123.171335113091
1550,2960 E 2ND AV,,2960,E 2ND AV,C,,RS-1                ,HASTINGS-SUNRISE    ,63128058,,49.2682267768859,-123.042415797892
1551,2320 ASH ST,,2320,ASH ST,B,,C-3A                ,FAIRVIEW            ,16564646,,49.2646272655112,-123.117240436271
1552,1250 W 57TH AV,,1250,W 57TH AV,B,,RS-1                ,MARPOLE             ,81014412,,49.2189513671651,-123.133276002156
1553,663 E PENDER ST,,663,E PENDER ST,C,,RT-3                ,STRATHCONA          ,59219863,,49.2804551499822,-123.090091276026
1554,2728 PANDORA ST,CAMPBELL HOUSE    ,2728,PANDORA ST,C,M,RS-1                ,HASTINGS-SUNRISE    ,58727524,,49.2827067376183,-123.048505669613
1555,2003 GRAVELEY ST,,2003,GRAVELEY ST,C,,RT-4                ,GRANDVIEW-WOODLAND  ,61625503,,49.2706673686101,-123.063614210175
1556,1822 E PENDER ST,,1822,E PENDER ST,B,,RM-4                ,GRANDVIEW-WOODLAND  ,59225122,,49.2799760023127,-123.067465747422
1557,1717 DUNBAR ST,,1717,DUNBAR ST,C,,RT-8                ,KITSILANO           ,04163447,,49.2708978082636,-123.183867798293
1558,767 KINGSWAY,,767,KINGSWAY,B,,C-2                 ,KENSINGTON-CEDAR COT,77021167,,49.2561481898922,-123.087861812143
1559,1628 MARPOLE AV,,1628,MARPOLE AV,B,,FSD                 ,SHAUGHNESSY         ,69512368,H,49.2553710197359,-123.14133315192
1560,500 GLEN DRIVE,DOWNER HOUSES     ,500,GLEN DRIVE,B,M,RT-3                ,STRATHCONA          ,59222204,H,49.279905167974,-123.081065401325
1561,199 COLUMBIA ST,,199,COLUMBIA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58017893,,49.283349076471,-123.102404695389
